variable_set|section|subsection|variable_name|polity_name|polity_new_ID|predecessor|successor|contested|overturn|predecessor_assassination|intra_elite|military_revolt|popular_uprising|separatist_rebellion|external_invasion|external_interference|name|transition_year|confidence|is_disputed|is_uncertain|expert_checked
Crisisdb|Power Transitions||Power Transition|Achaemenid Empire|ir_achaemenid_emp|Artaxerxes I|Xerxes II|P|A|A|P|P|A|A|A|A|Assassination of Xerxes II|-424|Confident|||False
Crisisdb|Power Transitions||Power Transition|Eastern Zhou|cn_eastern_zhou_warring_states|King Ai of Zhou (Ji Quji)|King Kao of Zhou (Ji Wei, K'ao)|P|P|P|P|A|A|A|A|A|None|-441|Confident|||False
Crisisdb|Power Transitions||Power Transition|Eastern Zhou|cn_eastern_zhou_warring_states|King Kao of Zhou (Ji Wei, K'ao)|King Weilie of Zhou (Ji Wu, Wei-lieh)|IA|IA|IA|IA|IA|IA|IA|IA|IA|None|-426|Confident|||False
Crisisdb|Power Transitions||Power Transition|Eastern Zhou|cn_eastern_zhou_warring_states|King Weilie of Zhou (Ji Wu, Wei-lieh)|King An of Zhou (Ji Jiao)|IA|IA|IA|IA|IA|IA|IA|IA|IA|None|-402|Confident|||False
Crisisdb|Power Transitions||Power Transition|Achaemenid Empire|ir_achaemenid_emp|Xerxes II|Sogdianus|P|P|P|P|P|A|A|A|P|Assassination of Sogdianus|-424|Confident|||False
Crisisdb|Power Transitions||Power Transition|Achaemenid Empire|ir_achaemenid_emp|Sogdianus|Darius II|P|P|P|P|SU|A|IA|A|A|None|-424|Confident|||False
Crisisdb|Power Transitions||Power Transition|Achaemenid Empire|ir_achaemenid_emp|Darius II|Artaxerxes II|P|A|A|P|P|A|A|A|A|None|-405|Confident|||False
Crisisdb|Power Transitions||Power Transition|Achaemenid Empire|ir_achaemenid_emp|Artaxerxes II|Artaxerxes III|P|A|IA|P|A|A|A|A|A|Assassination of Artaxerxes III|-359|Confident|||False
Crisisdb|Power Transitions||Power Transition|Eastern Zhou|cn_eastern_zhou_warring_states|King An of Zhou (Ji Jiao)|King Lie of Zhou (Ji Xi, Lieh)|IA|IA|IA|IA|IA|IA|IA|IA|IA|None|-376|Confident|||False
Crisisdb|Power Transitions||Power Transition|Eastern Zhou|cn_eastern_zhou_warring_states|King Lie of Zhou (Ji Xi, Lieh)|King Xian of Zhou (Ji Bian, Hsien)|IA|IA|IA|IA|IA|IA|IA|IA|IA|None|-369|Confident|||False
Crisisdb|Power Transitions||Power Transition|Eastern Zhou|cn_eastern_zhou_warring_states|King Xian of Zhou (Ji Bian, Hsien)|King Shenjing of Zhou (Ji Ding, Shên-ching)|IA|IA|IA|IA|IA|IA|IA|IA|IA|None|-321|Confident|||False
Crisisdb|Power Transitions||Power Transition|Achaemenid Empire|ir_achaemenid_emp|Artaxerxes III|Artaxerxes IV|P|P|P|P|SU|A|A|A|A|Assassination of Artaxerxes IV|-338|Confident|||False
Crisisdb|Power Transitions||Power Transition|Achaemenid Empire|ir_achaemenid_emp|Artaxerxes IV|Darius III|P|P|P|P|A|A|A|A|A|None|-336|Confident|||False
Crisisdb|Power Transitions||Power Transition|Macedonian Empire|gr_macedonian_emp|Alexander III|Philip III|P|A|DIS|IP|A|A|A|A|A|None|-323|Confident|||False
Crisisdb|Power Transitions||Power Transition|Achaemenid Empire|ir_achaemenid_emp|Darius III|Alexander III|P|P|P|SU|P|A|P|A|P|Battle of Gaugamela|-330|Confident|||False
Crisisdb|Power Transitions||Power Transition|Macedonian Empire|gr_macedonian_emp|Philip III|Alexander IV|P|P|P|P|P|SU|A|P|A|None|-317|Confident|||False
Crisisdb|Power Transitions||Power Transition|Magadha - Maurya Empire|in_mauryan_emp|Chandragupta|Bindusara|A|A|A|A|A|A|A|A|A|None|-297|Confident|||False
Crisisdb|Power Transitions||Power Transition|Eastern Zhou|cn_eastern_zhou_warring_states|King Shenjing of Zhou (Ji Ding, Shên-ching)|King Nan of Zhou (Ji Yan)|IA|IA|IA|IA|IA|IA|IA|IA|IA|None|-315|Confident|||False
Crisisdb|Power Transitions||Power Transition|Macedonian Empire|gr_macedonian_emp|Alexander IV|Seleucus I|P|P|P|P|A|A|A|A|A|None|-309|Confident|||False
Crisisdb|Power Transitions||Power Transition|Eastern Zhou|cn_eastern_zhou_warring_states|King Nan of Zhou (Ji Yan)|First Emperor Shih Huang Ti of Jin (Chao Chêng)|A|P|P|A|A|A|A|P|A|None|-256|Confident|||False
Crisisdb|Power Transitions||Power Transition|Ptolemaic Kingdom I|eg_ptolemaic_k_1|Ptolemy I Soter|Ptolemy II Philadelphos|A|A|A|A|A|A|A|A|A|None|-282|Confident|||False
Crisisdb|Power Transitions||Power Transition|Seleucid Empire|ir_seleucid_emp|Seleucus I|Antiochus I|P|P|P|A|A|A|IP|IP|P|None|-281|Confident|||False
Crisisdb|Power Transitions||Power Transition|Anurādhapura I|sl_anuradhapura_1|Devanampiya Tissa|Uttiya|SU|SU|IA|SU|SU|SU|SU|SU|SU||-267|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Magadha - Maurya Empire|in_mauryan_emp|Bindusara|Ashoka|P|A|A|P|P|A|A|A|A|None|-272|Confident|||False
Crisisdb|Power Transitions||Power Transition|Ptolemaic Kingdom I|eg_ptolemaic_k_1|Ptolemy II Philadelphos|Ptolemy III Euergetes I|P|A|A|A|A|A|A|A|A|None|-246|Confident|||False
Crisisdb|Power Transitions||Power Transition|Seleucid Empire|ir_seleucid_emp|Antiochus I|Antiochus II|IA|IA|IA|IA|IA|IA|IA|IA|IA|None|-261|Confident|||False
Crisisdb|Power Transitions||Power Transition|Magadha - Maurya Empire|in_mauryan_emp|Ashoka|Dasharatha|IA|IA|IA|IA|IA|IA|P|IA|IA|None|-232|Confident|||False
Crisisdb|Power Transitions||Power Transition|Anurādhapura I|sl_anuradhapura_1|Uttiya|Mahasiva|SU|SU|IA|SU|SU|SU|SU|SU|SU||-257|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Seleucid Empire|ir_seleucid_emp|Antiochus II|Seleucus II|P|P|P|P|A|A|A|A|A|Assassination of Antiochus II , Third Syrian War|-246|Confident|||False
Crisisdb|Power Transitions||Power Transition|Anurādhapura I|sl_anuradhapura_1|Mahasiva|Suratissa|SU|SU|IA|SU|SU|SU|SU|SU|SU||-247|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Anurādhapura I|sl_anuradhapura_1|Suratissa|Sena and Guttika|SU|P|SU|SU|SU|SU|SU|P|SU||-237|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Parthian Empire I|ir_parthian_emp_1|Arsaces I|Arsaces II|A|A|A|A|A|A|A|A|A|None|-217|Confident|||False
Crisisdb|Power Transitions||Power Transition|Seleucid Empire|ir_seleucid_emp|Seleucus II|Seleucus III|SU|SU|SU|SU|IA|IA|IA|IA|IA|None|-225|Confident|||False
Crisisdb|Power Transitions||Power Transition|Ptolemaic Kingdom I|eg_ptolemaic_k_1|Ptolemy III Euergetes I|Ptolemy IV Philopator|P|A|A|A|A|A|A|A|A|None|-221|Confident|||False
Crisisdb|Power Transitions||Power Transition|Anurādhapura I|sl_anuradhapura_1|Sena and Guttika|Asela|P|P|SU|SU|IP|SU|SU|SU|SU||-216|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Magadha - Maurya Empire|in_mauryan_emp|Dasharatha|Samprati|IA|IA|IA|SU|IA|IA|IA|IA|IA|None|-224|Confident|||False
Crisisdb|Power Transitions||Power Transition|Seleucid Empire|ir_seleucid_emp|Seleucus III|Antiochus III|P|P|P|IP|P|A|A|A|A|Assasination of Seleucus III|-223|Confident|||False
Crisisdb|Power Transitions||Power Transition|Magadha - Maurya Empire|in_mauryan_emp|Samprati|Shalishuka|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|-215|Confident|||False
Crisisdb|Power Transitions||Power Transition|Seleucid Empire|ir_seleucid_emp|Antiochus III|Seleucus IV|A|A|A|A|A|A|A|P|A|None|-187|Confident|||False
Crisisdb|Power Transitions||Power Transition|Qin Empire|cn_qin_emp|First Emperor of Qin (Shih Huang Ti, Qin Shi Huang, Chao Chêng)|Second Emperor Qin Er Shi (Êrh Shih Huang Ti, Ying Huhai)|P|A|A|P|A|A|A|A|A|None|-210|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Ptolemaic Kingdom I|eg_ptolemaic_k_1|Ptolemy IV Philopator|Ptolemy V Epiphanes|P|P|P|P|IA|IA|A|A|A|None|-204|Confident|||False
Crisisdb|Power Transitions||Power Transition|Parthian Empire I|ir_parthian_emp_1|Arsaces II|Priapatius|A|A|A|A|A|A|A|A|A|None|-191|Confident|||False
Crisisdb|Power Transitions||Power Transition|Anurādhapura I|sl_anuradhapura_1|Asela|Elara|P|P|P|SU|SU|SU|SU|P|SU||-205|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Magadha - Maurya Empire|in_mauryan_emp|Shalishuka|Devavarman|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|-202|Confident|||False
Crisisdb|Power Transitions||Power Transition|Qin Empire|cn_qin_emp|Second Emperor Qin Er Shi (Êrh Shih Huang Ti, Ying Huhai)|Ziying, King of Qin (Ch'in Wang, Shang of Qin)|A|P|P|P|A|P|A|A|A|None|-207|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Qin Empire|cn_qin_emp|Ziying, King of Qin (Ch'in Wang, Shang of Qin)|Emperor Gaozu of Han Dynasty - END OF JIN EMPIRE, REVERTED TO A STATE.|P|P|P|A|A|A|A|P|A|None|-207|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Western Han Empire|cn_western_han_dyn|Gaozu|Huidi|A|A|A|P|A|A|A|A|A|Liu Bang Rebellion; Chu-Han Contention|-195|Confident|||False
Crisisdb|Power Transitions||Power Transition|Anurādhapura I|sl_anuradhapura_1|Elara|Dutugamunu|P|P|P|SU|SU|SU|SU|P|SU||-161|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Ptolemaic Kingdom II|eg_ptolemaic_k_2|Ptolemy V Epiphanes|Ptolemy VI Philometor|A|A|A|A|A|A|A|A|A|None|-180|Confident|||False
Crisisdb|Power Transitions||Power Transition|Magadha - Maurya Empire|in_mauryan_emp|Devavarman|Shatadhanvan|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|-195|Confident|||False
Crisisdb|Power Transitions||Power Transition|Western Han Empire|cn_western_han_dyn|Huidi|Shaodi Gong|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|-188|Confident|||False
Crisisdb|Power Transitions||Power Transition|Magadha - Maurya Empire|in_mauryan_emp|Shatadhanvan|Brihadrata|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|-187|Confident|||False
Crisisdb|Power Transitions||Power Transition|Parthian Empire I|ir_parthian_emp_1|Priapatius|Phraates I|A|A|A|A|A|A|A|A|A|None|-176|Confident|||False
Crisisdb|Power Transitions||Power Transition|Armenian Kingdom|am_artaxiad_dyn|Ervand the Last (Orontid)|Artaxias I|P|P|A|A|A|A|A|P|A||-159|Confident|||False
Crisisdb|Power Transitions||Power Transition|Western Han Empire|cn_western_han_dyn|Shaodi Gong|Shaodi Hong|P|P|P|A|A|A|A|A|A|None|-184|Confident|||False
Crisisdb|Power Transitions||Power Transition|Magadha - Maurya Empire|in_mauryan_emp|Brihadrata|Pushyamitra|P|P|P|IA|P|IA|IA|IA|IA|None|-184|Confident|||False
Crisisdb|Power Transitions||Power Transition|Seleucid Empire|ir_seleucid_emp|Seleucus IV|Antiochus IV|P|P|P|P|A|A|A|A|A|Assasination of Seleucus IV|-175|Confident|||False
Crisisdb|Power Transitions||Power Transition|Magadha - Sunga Empire|in_sunga_emp|Pushyamitra|Bhadraghosa / Agnimitra|SU|SU|SU|SU|SU|SU|SU|SU|SU||-151|Confident|||False
Crisisdb|Power Transitions||Power Transition|Magadha - Sunga Empire|in_sunga_emp|Pushyamitra|Agnimitra|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|-149|Confident|||False
Crisisdb|Power Transitions||Power Transition|Western Han Empire|cn_western_han_dyn|Wendi|Jingdi|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|-157|Confident|||False
Crisisdb|Power Transitions||Power Transition|Ptolemaic Kingdom II|eg_ptolemaic_k_2|Ptolemy VI Philometor|Ptolemy VII Neos Philopator|P|P|IP|P|A|A|A|A|IP|None|-145|Confident|||False
Crisisdb|Power Transitions||Power Transition|Parthian Empire I|ir_parthian_emp_1|Phraates I|Mithridates I|A|A|A|A|A|A|A|A|A|None|-171|Confident|||False
Crisisdb|Power Transitions||Power Transition|Seleucid Empire|ir_seleucid_emp|Antiochus IV|Antiochus V|IP|DIS|DIS|SU|IA|DIS|IP|SU|SU|None|-163|Confident|||False
Crisisdb|Power Transitions||Power Transition|Parthian Empire I|ir_parthian_emp_1|Mithridates I|Phraates II|A|A|A|A|A|A|A|A|A|None|-138|Confident|||False
Crisisdb|Power Transitions||Power Transition|Ptolemaic Kingdom II|eg_ptolemaic_k_2|Ptolemy VIII Euergetes II|Ptolemy IX Soter II|SU|SU|SU|SU|SU|SU|SU|A|SU|None|-116|Confident|||False
Crisisdb|Power Transitions||Power Transition|Yehuda|il_judea|Mattathias|Judas Maccabaeus|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|-165|Confident|||False
Crisisdb|Power Transitions||Power Transition|Yehuda|il_judea|Judas Maccabaeus|Jonathan Apphus|P|P|P|A|A|A|A|P|A|Maccabean Revolt|-160|Confident|||False
Crisisdb|Power Transitions||Power Transition|Seleucid Empire|ir_seleucid_emp|Antiochus V|Demetrius I|P|P|P|P|A|P|A|A|A|Execution of Antiochus V|-161|Confident|||False
Crisisdb|Power Transitions||Power Transition|Seleucid Empire|ir_seleucid_emp|Demetrius I|Alexander I|P|P|IA|IP|P|A|A|A|IP|None|-150|Confident|||False
Crisisdb|Power Transitions||Power Transition|Anurādhapura I|sl_anuradhapura_1|Dutugamunu|Saddhatissa|IA|IA|IA|SU|SU|SU|SU|SU|SU||-137|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Yehuda|il_judea|Jonathan Apphus|Simon Thassi|P|P|P|A|A|A|A|P|A|None|-143|Confident|||False
Crisisdb|Power Transitions||Power Transition|Armenian Kingdom|am_artaxiad_dyn|Artaxias I|Tigranes I |P|A|A|A|A|A|A|P|A||-123|Confident|||False
Crisisdb|Power Transitions||Power Transition|Western Han Empire|cn_western_han_dyn|Jingdi|Wudi|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|-141|Confident|||False
Crisisdb|Power Transitions||Power Transition|Magadha - Sunga Empire|in_sunga_emp|Bhadraghosa / Agnimitra|Suryamitra|SU|SU|SU|SU|SU|SU|SU|SU|SU||-143|Confident|||False
Crisisdb|Power Transitions||Power Transition|Seleucid Empire|ir_seleucid_emp|Alexander I|Demetrius II|P|P|IA|A|A|A|A|P|A|None|-145|Confident|||False
Crisisdb|Power Transitions||Power Transition|Magadha - Sunga Empire|in_sunga_emp|Agnimitra|Vasujyeshtha|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|-141|Confident|||False
Crisisdb|Power Transitions||Power Transition|Ptolemaic Kingdom II|eg_ptolemaic_k_2|Ptolemy VII Neos Philopator|Ptolemy VIII Euergetes II|P|P|P|P|SU|IP|SU|A|SU|Assassination of Ptolemy VII Neos Philopator|-145|Confident|||False
Crisisdb|Power Transitions||Power Transition|Seleucid Empire|ir_seleucid_emp|Antiochus VI|Diodotus|IA|IA|DIS|IA|IA|IA|IA|IA|IA|None|-140|Confident|||False
Crisisdb|Power Transitions||Power Transition|Seleucid Empire|ir_seleucid_emp|Demetrius II|Antiochus VI|P|P|A|P|P|P|A|P|A|None|-138|Confident|||False
Crisisdb|Power Transitions||Power Transition|Yehuda|il_judea|Simon Thassi|Hyrcanus I|P|P|P|P|A|A|A|P|A|None|-135|Confident|||False
Crisisdb|Power Transitions||Power Transition|Magadha - Sunga Empire|in_sunga_emp|Vasujyeshtha|Vasumitra|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|-131|Confident|||False
Crisisdb|Power Transitions||Power Transition|Western Han Empire|cn_western_han_dyn|Wudi|Zhaodi|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|-87|Confident|||False
Crisisdb|Power Transitions||Power Transition|Seleucid Empire|ir_seleucid_emp|Diodotus|Antiochus VII|P|P|DIS|A|P|A|A|P|A|None|-138|Confident|||False
Crisisdb|Power Transitions||Power Transition|Seleucid Empire|ir_seleucid_emp|Antiochus VII|Demetrius II|P|P|A|A|A|A|A|P|A|None|-129|Confident|||False
Crisisdb|Power Transitions||Power Transition|Parthian Empire I|ir_parthian_emp_1|Phraates II|Artabanus I|P|A|A|A|A|A|A|P|A|None|-128|Confident|||False
Crisisdb|Power Transitions||Power Transition|Anurādhapura I|sl_anuradhapura_1|Saddhatissa|Lanja Tissa|P|P|SU|P|P|SU|SU|SU|SU||-119|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Yehuda|il_judea|Hyrcanus I|Aristobulus I|A|A|A|A|A|A|A|A|A|None|-104|Confident|||False
Crisisdb|Power Transitions||Power Transition|Magadha - Sunga Empire|in_sunga_emp|Vasumitra|Bhagabhadra|P|P|P|IP|IA|IA|IA|IA|IA|None|-124|Confident|||False
Crisisdb|Power Transitions||Power Transition|Seleucid Empire|ir_seleucid_emp|Demetrius II|Alexander II|P|P|A|IP|A|A|A|P|A|None|-126|Confident|||False
Crisisdb|Power Transitions||Power Transition|Parthian Empire I|ir_parthian_emp_1|Artabanus I|Mithridates II, the Great|P|A|A|A|A|A|A|P|A|None|-123|Confident|||False
Crisisdb|Power Transitions||Power Transition|Seleucid Empire|ir_seleucid_emp|Alexander II|Seleucus V|P|P|IA|A|A|A|A|P|A|None|-125|Confident|||False
Crisisdb|Power Transitions||Power Transition|Seleucid Empire|ir_seleucid_emp|Seleucus V|Cleopatra Thea|P|P|P|P|A|A|A|A|A|None|-125|Confident|||False
Crisisdb|Power Transitions||Power Transition|Magadha - Sunga Empire|in_sunga_emp|Bhagabhadra|Devabhuti|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|-83|Confident|||False
Crisisdb|Power Transitions||Power Transition|Seleucid Empire|ir_seleucid_emp|Cleopatra Thea|Antiochus VIII|P|P|P|P|A|A|A|A|A|None|-121|Confident|||False
Crisisdb|Power Transitions||Power Transition|Armenian Kingdom|am_artaxiad_dyn|Tigranes I |Artavasdes I |P|A|A|A|A|A|A|P|A||-95|Confident|||False
Crisisdb|Power Transitions||Power Transition|Parthian Empire I|ir_parthian_emp_1|Mithridates II, the Great|Gotarzes I|P|A|A|P|A|A|A|A|A|None|-91|Confident|||False
Crisisdb|Power Transitions||Power Transition|Seleucid Empire|ir_seleucid_emp|Antiochus VIII|Antiochus IX|P|P|P|P|P|A|A|A|A|None|-96|Confident|||False
Crisisdb|Power Transitions||Power Transition|Anurādhapura I|sl_anuradhapura_1|Lanja Tissa|Khallata Naga|IA|A|IA|IA|SU|SU|SU|SU|SU||-109|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Ptolemaic Kingdom II|eg_ptolemaic_k_2|Ptolemy IX Soter II|Ptolemy X Alexander I|P|P|IA|P|A|A|A|A|A|Expulsion of Ptolemy IX|-107|Confident|||False
Crisisdb|Power Transitions||Power Transition|Seleucid Empire|ir_seleucid_emp|Antiochus IX|Seleucus VI|P|P|P|P|P|A|A|A|A|None|-96|Confident|||False
Crisisdb|Power Transitions||Power Transition|Anurādhapura I|sl_anuradhapura_1|Khallata Naga|Pulahatta|P|P|P|SU|P|SU|SU|P|SU||-103|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Ptolemaic Kingdom II|eg_ptolemaic_k_2|Ptolemy X Alexander I|Ptolemy IX Soter II|P|P|P|SU|P|P|IA|A|A|None|-88|Confident|||False
Crisisdb|Power Transitions||Power Transition|Yehuda|il_judea|Aristobulus I|Alexander Jannaeus|A|A|A|A|A|A|A|A|A|None|-103|Confident|||False
Crisisdb|Power Transitions||Power Transition|Anurādhapura I|sl_anuradhapura_1|Pulahatta|Bahiya|P|P|P|IP|IA|SU|SU|SU|SU||-100|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Yehuda|il_judea|Alexander Jannaeus|Alexandra (Salome)|A|A|A|A|A|A|A|A|A|None|-76|Confident|||False
Crisisdb|Power Transitions||Power Transition|Anurādhapura I|sl_anuradhapura_1|Bahiya|Panya Mara|P|P|P|IP|IA|SU|SU|SU|SU||-98|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Satavahana Empire|in_satavahana_emp|Kaṇha|Sātakarni I|IA|A|IA|IA|IA|IA|IA|IA|IA||-70|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Anurādhapura I|sl_anuradhapura_1|Panya Mara|Dathika|P|P|P|IP|IA|SU|SU|SU|SU||-90|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Seleucid Empire|ir_seleucid_emp|Seleucus VI|Antiochus X|P|P|P|A|A|P|A|A|A|None|-94|Confident|||False
Crisisdb|Power Transitions||Power Transition|Armenian Kingdom|am_artaxiad_dyn|Artavasdes I |Tigranes the Great (Tigranes II)|P|A|A|A|A|A|A|A|P||-55|Confident|||False
Crisisdb|Power Transitions||Power Transition|Seleucid Empire|ir_seleucid_emp|Antiochus X|Demetrius III|IP|IP|DIS|IP|IP|IA|IA|IP|IA|None|-92|Confident|||False
Crisisdb|Power Transitions||Power Transition|Seleucid Empire|ir_seleucid_emp|Demetrius III|Philip I|P|P|IA|A|P|A|A|P|P|None|-87|Confident|||False
Crisisdb|Power Transitions||Power Transition|Parthian Empire I|ir_parthian_emp_1|Gotarzes I|Orodes I|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|-80|Confident|||False
Crisisdb|Power Transitions||Power Transition|Anurādhapura I|sl_anuradhapura_1|Dathika|Vatthagamini|P|P|P|IA|P|SU|SU|SU|SU||-88|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Ptolemaic Kingdom II|eg_ptolemaic_k_2|Ptolemy IX Soter II|Ptolemy XI Alexander II|P|A|A|A|A|A|A|A|A|None|-81|Confident|||False
Crisisdb|Power Transitions||Power Transition|Anurādhapura I|sl_anuradhapura_1|Vatthagamini|Mahaculi Mahatissa|IP|A|A|SU|IP|SU|SU|SU|SU||-77|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Seleucid Empire|ir_seleucid_emp|Philip I|Seleucus VII|P|SU|SU|IA|IP|IA|IA|SU|IA|None|-83|Confident|||False
Crisisdb|Power Transitions||Power Transition|Western Han Empire|cn_western_han_dyn|Zhaodi|Liu He|P|IA|IA|P|IA|IA|IA|IA|IA|None|-74|Confident|||False
Crisisdb|Power Transitions||Power Transition|Magadha - Sunga Empire|in_sunga_emp|Devabhuti / Devabhumi|end of dynasty/polity|SU|P|P|P|SU|SU|SU|SU|SU||-75|Confident|||False
Crisisdb|Power Transitions||Power Transition|Magadha - Sunga Empire|in_sunga_emp|Devabhuti|Vasudeva|P|P|P|P|IA|IA|IA|IA|IA|None|-75|Confident|||False
Crisisdb|Power Transitions||Power Transition|Seleucid Empire|ir_seleucid_emp|Seleucus VII|Antiochus XIII|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|-69|Confident|||False
Crisisdb|Power Transitions||Power Transition|Ptolemaic Kingdom II|eg_ptolemaic_k_2|Ptolemy XI Alexander II|Ptolemy XII Neos Dionysos|P|P|P|P|SU|P|A|A|A|Assassination of Cleopatra Berenice; Alexandrian Riot|-80|Confident|||False
Crisisdb|Power Transitions||Power Transition|Parthian Empire I|ir_parthian_emp_1|Orodes I|Sinatruces|IP|IP|SU|SU|SU|SU|SU|SU|SU|None|-77|Confident|||False
Crisisdb|Power Transitions||Power Transition|Ptolemaic Kingdom II|eg_ptolemaic_k_2|Ptolemy XII Neos Dionysos|Queen Berenice IV|P|P|A|A|A|P|A|A|A|None|-58|Confident|||False
Crisisdb|Power Transitions||Power Transition|Parthian Empire I|ir_parthian_emp_1|Sinatruces|Phraates III|IA|IA|IA|IA|IA|IA|IA|IA|IA|None|-70|Confident|||False
Crisisdb|Power Transitions||Power Transition|Anurādhapura I|sl_anuradhapura_1|Mahaculi Mahatissa|Choranaga|IP|SU|SU|SU|IP|SU|SU|SU|SU||-62|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Yehuda|il_judea|Alexandra (Salome)|Aristobulus II|P|P|A|P|P|A|A|A|A|None|-67|Confident|||False
Crisisdb|Power Transitions||Power Transition|Western Han Empire|cn_western_han_dyn|Liu He|Xuandi|P|P|SU|P|SU|SU|IA|IA|IA|None|-74|Confident|||False
Crisisdb|Power Transitions||Power Transition|Western Han Empire|cn_western_han_dyn|Xuandi|Yuandi|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|-48|Confident|||False
